Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
3560	-21807.86	-21800.69	-7.16485	2.759108e+07	0.0974715	0.122521	0.113357	0.0809389	0.0911838	0.115194	0.172354	0.0950721	0.113974	0.0887173	0.158512	0.123191	0.133361	0.144026	0.138754	0.087598	0.109607	0.138403	0.13091	0.147085	0.220723	0.137498	0.232781	0.0212261	0.0560396	0.0349115	0.0275211	0.0132395	0.028378	0.0616429	0.086806	0.094464	0.171207	0.0453634	0.0233153	0.0728268	0.120349	0.0177849	0.0209303	0.0404635	0.0200023	0.0252629	0.0462842	0.0947891	0.31281	0.0784386	0.0216181	0.463545	0.0287991	0.999758	0.999938	1.00006	1.00024	0.303402	0.315017	0.125489	0.256093	0.4013846	4.02125
3570	-21817.5	-21811.58	-5.921859	2.738809e+07	0.0927844	0.110122	0.123776	0.0647335	0.0867599	0.121543	0.155977	0.0857597	0.113668	0.11054	0.152532	0.108899	0.131046	0.156322	0.137191	0.0804976	0.0889454	0.113764	0.124481	0.149311	0.164294	0.119924	0.21917	0.0215221	0.0542105	0.0423222	0.0376527	0.0192219	0.0288728	0.0711522	0.0758567	0.0847478	0.170823	0.040079	0.0283217	0.0539263	0.13715	0.0243209	0.0341171	0.0382568	0.0487253	0.0347851	0.0388465	0.0964204	0.296971	0.0754255	0.0149906	0.475658	0.0405345	0.999757	0.999938	1.00006	1.00024	0.299795	0.310831	0.118608	0.270765	0.408179	3.896951
3580	-21812.56	-21806.41	-6.149069	3.795844e+07	0.0950573	0.12585	0.109344	0.0776527	0.0976577	0.121489	0.171277	0.100506	0.136644	0.0938541	0.156582	0.123927	0.112731	0.154837	0.130937	0.0751372	0.100262	0.121243	0.131865	0.144992	0.217222	0.134825	0.21262	0.0193678	0.0692334	0.0354649	0.0450144	0.0317658	0.0197633	0.0546229	0.072201	0.0880352	0.133755	0.0484267	0.0196091	0.0624933	0.11778	0.0223391	0.0253863	0.0297825	0.0261568	0.0198201	0.032142	0.103197	0.279877	0.0683671	0.0171448	0.490665	0.0407492	0.999794	0.999947	1.00005	1.00021	0.31987	0.298008	0.125465	0.256657	0.4051873	3.919672
3590	-21820.17	-21815.31	-4.862616	3.760474e+07	0.0954211	0.101066	0.121999	0.0761371	0.0732205	0.124788	0.134452	0.0933224	0.127922	0.0993601	0.170082	0.106461	0.106316	0.145617	0.134213	0.0626991	0.086805	0.111965	0.118785	0.127974	0.193025	0.118942	0.225349	0.00719486	0.0776431	0.0454988	0.0215136	0.0398687	0.017333	0.0557946	0.0654566	0.095683	0.188841	0.0423199	0.0235226	0.0533234	0.0942193	0.0315825	0.0203864	0.0333689	0.041937	0.0216492	0.0579679	0.0987017	0.288295	0.0737577	0.0207928	0.479515	0.0389376	0.999793	0.999947	1.00005	1.00021	0.320212	0.293169	0.129958	0.256661	0.4178159	3.791027
3600	-21813.11	-21808.33	-4.785522	4.683363e+07	0.0837966	0.117317	0.10215	0.0697485	0.103861	0.138032	0.165524	0.079597	0.118371	0.0802844	0.148661	0.11055	0.112206	0.138933	0.143295	0.0851981	0.101777	0.135095	0.132074	0.143405	0.164788	0.108842	0.228075	0.00745174	0.0647078	0.0432537	0.0277782	0.0273923	0.02547	0.043535	0.0728678	0.0668504	0.15831	0.0317269	0.0403406	0.0673779	0.124208	0.0324776	0.019972	0.0312966	0.0266311	0.0274064	0.0326847	0.0985716	0.293397	0.0775367	0.0256437	0.489879	0.0149726	0.999814	0.999952	1.00005	1.00019	0.325568	0.29384	0.124334	0.256258	0.4157531	3.783317
3610	-21814.98	-21811.09	-3.883938	4.219125e+07	0.0931918	0.113751	0.10215	0.0766962	0.082633	0.121214	0.158535	0.0784787	0.0960729	0.0908051	0.182226	0.112507	0.112206	0.147187	0.115434	0.0778388	0.0804392	0.128452	0.128534	0.122583	0.185685	0.121082	0.242882	0.00829527	0.0576125	0.0426154	0.0277782	0.0244196	0.0152029	0.055713	0.0728678	0.100135	0.110225	0.0378231	0.0367228	0.0753056	0.111088	0.0227089	0.0121689	0.0356984	0.027535	0.0159746	0.0326847	0.0983252	0.306786	0.0716986	0.0263246	0.481112	0.0157539	0.999804	0.99995	1.00005	1.0002	0.306001	0.299044	0.138128	0.256827	0.4291811	3.693159
3620	-21811.54	-21805.67	-5.874079	4.0452e+07	0.0784541	0.138841	0.115141	0.076134	0.0927532	0.133222	0.162678	0.0993018	0.13203	0.0989308	0.165248	0.126431	0.116308	0.153278	0.124959	0.0752671	0.0994368	0.145012	0.140071	0.122476	0.212177	0.1216	0.21383	0.0162032	0.0503248	0.0332563	0.0296561	0.0180517	0.0161797	0.0560702	0.0754997	0.114908	0.141883	0.0435945	0.0210823	0.0595831	0.122673	0.0148977	0.0102243	0.0310407	0.0312016	0.0252641	0.0369986	0.100727	0.289888	0.0794019	0.0230154	0.487773	0.0191944	0.9998	0.999949	1.00005	1.0002	0.296671	0.314076	0.13097	0.258283	0.41788	3.892173
3630	-21818.37	-21813.02	-5.353715	4.114343e+07	0.0818613	0.109234	0.111008	0.0876274	0.0776667	0.120041	0.162543	0.0761776	0.105863	0.103348	0.150693	0.118802	0.114614	0.14629	0.149049	0.0731405	0.101097	0.11293	0.123772	0.141052	0.188623	0.11029	0.289069	0.0268828	0.0579981	0.0371756	0.0332085	0.0140076	0.0174856	0.0672441	0.0626771	0.0598592	0.141417	0.0523216	0.0270622	0.0701574	0.127865	0.032606	0.0199711	0.0422839	0.0235327	0.0383686	0.0332208	0.103163	0.281891	0.0819885	0.0171451	0.496957	0.0188563	0.999802	0.999949	1.00005	1.0002	0.309152	0.294198	0.13323	0.263421	0.3999515	3.840136
3640	-21813.71	-21807.07	-6.643755	4.158581e+07	0.091197	0.129449	0.115296	0.0664779	0.083324	0.11817	0.171314	0.0924428	0.122124	0.0911237	0.159558	0.113348	0.121662	0.155478	0.142395	0.0906082	0.108844	0.127602	0.1194	0.15487	0.192379	0.130819	0.261138	0.0206898	0.0496535	0.0438889	0.0459043	0.01519	0.0239259	0.0775652	0.0734097	0.0946519	0.13893	0.0334426	0.0128176	0.0782179	0.122932	0.0215556	0.0213029	0.0240227	0.0318719	0.0295257	0.0506235	0.1006	0.285266	0.0799859	0.0225657	0.48849	0.0230925	0.999803	0.99995	1.00005	1.0002	0.3109	0.298015	0.134958	0.256127	0.3951084	3.96914
3650	-21814.93	-21810.04	-4.894257	4.718092e+07	0.102215	0.118928	0.119928	0.0906317	0.102474	0.125389	0.167693	0.0822829	0.126662	0.0893343	0.159558	0.111454	0.107569	0.140044	0.136745	0.072382	0.082294	0.127059	0.124271	0.137941	0.192295	0.12451	0.225317	0.015713	0.0643952	0.0295964	0.0206917	0.01734	0.0277247	0.0440561	0.0625642	0.0982791	0.126619	0.0292467	0.0165048	0.05711	0.11755	0.0116351	0.0282418	0.0398021	0.0527171	0.0224092	0.0450186	0.104165	0.297902	0.0707641	0.0214322	0.485025	0.0207127	0.999815	0.999953	1.00005	1.00019	0.31881	0.300113	0.120506	0.260571	0.4058522	3.794191
3660	-21822.37	-21816.17	-6.197611	4.712583e+07	0.104181	0.104515	0.111432	0.0867725	0.0787977	0.12408	0.153079	0.0866662	0.11852	0.105182	0.197794	0.0886258	0.117355	0.121658	0.147407	0.091945	0.0955442	0.102409	0.128171	0.164372	0.227144	0.132207	0.228852	0.0124462	0.076641	0.0500523	0.0351386	0.0163489	0.01145	0.0699782	0.0604955	0.104693	0.166668	0.0368505	0.0208552	0.0550818	0.0826872	0.0273078	0.0315573	0.0473814	0.030118	0.0370654	0.035	0.108625	0.296751	0.0742238	0.0275997	0.476035	0.0167655	0.999815	0.999952	1.00005	1.00019	0.30042	0.299622	0.134001	0.265957	0.4034586	3.924526
3670	-21828.15	-21820.03	-8.113498	3.96062e+07	0.0962213	0.114357	0.131962	0.0659125	0.0867778	0.149843	0.200979	0.0873792	0.11198	0.093497	0.15463	0.147418	0.147011	0.145351	0.159375	0.0970878	0.108683	0.133736	0.12201	0.17384	0.226345	0.141928	0.242772	0.0188657	0.0661895	0.0335929	0.0161666	0.0296978	0.0215454	0.0402765	0.0631885	0.0979153	0.121067	0.0324297	0.0445148	0.0680922	0.120864	0.0264528	0.0315573	0.0401105	0.0250931	0.03296	0.0464402	0.100872	0.298378	0.0787007	0.0231603	0.46181	0.0370789	0.999798	0.999948	1.00005	1.0002	0.305364	0.304046	0.122025	0.268564	0.384192	4.116115
3680	-21822.51	-21814.72	-7.789207	4.826395e+07	0.0920716	0.142383	0.106941	0.0915796	0.0953418	0.134984	0.192452	0.103267	0.117482	0.0875072	0.178948	0.110873	0.119945	0.147263	0.15008	0.0776941	0.101731	0.135181	0.11218	0.120774	0.226345	0.130897	0.257223	0.0204752	0.0515287	0.0468824	0.0249151	0.019257	0.040519	0.085627	0.0698707	0.0942729	0.154974	0.0396712	0.0183573	0.0520792	0.110164	0.0364867	0.0272823	0.0301711	0.0356703	0.0197861	0.0725531	0.100787	0.31604	0.0698016	0.0238293	0.45835	0.0311922	0.999817	0.999953	1.00005	1.00018	0.310625	0.308619	0.122068	0.258689	0.3912714	4.083686
3690	-21811.05	-21805.71	-5.337905	5.75126e+07	0.104672	0.110079	0.110089	0.0756065	0.0787425	0.119155	0.192969	0.0882356	0.131008	0.105088	0.142963	0.110873	0.105914	0.153198	0.140733	0.0781349	0.106523	0.123614	0.132592	0.131761	0.21465	0.132007	0.200016	0.0193962	0.0515316	0.044521	0.0238791	0.0183872	0.0313435	0.055214	0.0607214	0.0975448	0.152984	0.0466122	0.0117621	0.0750861	0.0926879	0.031182	0.0266128	0.0282461	0.0273697	0.0160674	0.0387816	0.102161	0.31583	0.0705351	0.0237282	0.463559	0.0241868	0.999833	0.999957	1.00004	1.00017	0.31082	0.304132	0.122432	0.262617	0.4096346	3.838555
3700	-21817.03	-21812.05	-4.976617	5.636115e+07	0.10499	0.106518	0.105529	0.0846514	0.105287	0.15246	0.155437	0.0849374	0.124365	0.104477	0.166557	0.097264	0.0874765	0.12192	0.124348	0.0925865	0.105759	0.12114	0.123927	0.154537	0.184389	0.116167	0.214402	0.0226358	0.0447671	0.0265673	0.0433935	0.0171741	0.00982124	0.0576075	0.0767988	0.0680769	0.147373	0.0312128	0.0167445	0.0838314	0.111006	0.0365137	0.0312158	0.0356941	0.0291349	0.0252392	0.0484941	0.10082	0.308252	0.0751015	0.0250028	0.46921	0.0216139	0.999831	0.999957	1.00004	1.00017	0.315157	0.300698	0.120836	0.263309	0.4119471	3.802427
3710	-21821.46	-21815.27	-6.19394	6.041163e+07	0.10499	0.121649	0.126841	0.0781815	0.0946714	0.118101	0.164513	0.0990541	0.116647	0.0906861	0.128836	0.120721	0.136827	0.153584	0.14703	0.0744656	0.0812085	0.11603	0.121955	0.150148	0.179833	0.126604	0.275684	0.0187012	0.0429827	0.0503511	0.0189217	0.02814	0.012046	0.053719	0.073938	0.0978424	0.126125	0.0372758	0.029319	0.055186	0.108845	0.0439808	0.0265708	0.0411588	0.0434615	0.0293243	0.0580114	0.0995464	0.303302	0.0746516	0.0158793	0.487005	0.019616	0.999836	0.999958	1.00004	1.00016	0.315899	0.300906	0.131383	0.251812	0.4196561	3.924159
3720	-21816.36	-21811.23	-5.130048	5.797215e+07	0.0865083	0.131101	0.133185	0.0792538	0.0929944	0.133856	0.15432	0.0751582	0.143686	0.0929279	0.169332	0.128624	0.112735	0.129186	0.139888	0.0922374	0.106069	0.109355	0.112226	0.13869	0.176778	0.102294	0.224626	0.0198313	0.062057	0.0330804	0.0221302	0.0305751	0.0189359	0.0502337	0.075777	0.102549	0.145061	0.0341113	0.0191035	0.0531881	0.0809839	0.0263766	0.0267083	0.0294573	0.0448046	0.0258471	0.0519259	0.108432	0.292	0.0822037	0.0162052	0.481945	0.0192138	0.999833	0.999958	1.00004	1.00017	0.306376	0.297842	0.129817	0.265965	0.4150957	3.81777
3730	-21814.71	-21809.66	-5.049566	5.927078e+07	0.0959732	0.117706	0.101041	0.0656743	0.0882471	0.120477	0.168434	0.0868296	0.12701	0.101132	0.134214	0.111018	0.100218	0.130738	0.124932	0.0853275	0.0852018	0.132751	0.138789	0.152299	0.196584	0.127905	0.233106	0.0264877	0.0573628	0.0431756	0.0244745	0.0297024	0.024805	0.0426478	0.0651709	0.0786452	0.141298	0.040294	0.0352404	0.0658627	0.110333	0.0299082	0.0226435	0.0404564	0.0282391	0.0319695	0.0453973	0.11143	0.270023	0.0720608	0.0225766	0.492015	0.0318946	0.999835	0.999957	1.00004	1.00016	0.310187	0.288471	0.137477	0.263866	0.4234848	3.809722
3740	-21830.42	-21822.32	-8.099905	5.757158e+07	0.0868461	0.134446	0.117429	0.0743356	0.0971641	0.146887	0.203587	0.105983	0.128335	0.133756	0.175648	0.116965	0.136175	0.131141	0.149943	0.0929021	0.0810853	0.116894	0.123651	0.156053	0.21583	0.106253	0.247716	0.0176187	0.0640642	0.0376889	0.0485793	0.0141698	0.0126265	0.0665863	0.0830331	0.117968	0.142438	0.0336976	0.023408	0.0755652	0.109094	0.0276318	0.0345131	0.0378611	0.0344266	0.0154305	0.0393277	0.0916018	0.275794	0.0789405	0.0165839	0.502531	0.0345484	0.999833	0.999957	1.00004	1.00017	0.320398	0.29669	0.134201	0.248712	0.397272	4.114755
3750	-21816.76	-21810.36	-6.402728	7.80658e+07	0.0987012	0.101417	0.121953	0.0933302	0.101802	0.139604	0.16802	0.0895999	0.109195	0.0989377	0.175648	0.113533	0.127244	0.120777	0.133956	0.0887192	0.079622	0.124355	0.148724	0.132967	0.224435	0.109752	0.224877	0.022035	0.0418262	0.0464222	0.0189071	0.00921176	0.0250414	0.0737122	0.075089	0.0866211	0.171597	0.0426474	0.0220087	0.0833259	0.133988	0.0385506	0.00956326	0.0335611	0.0262888	0.0303292	0.0271425	0.0994251	0.2919	0.0789893	0.0214455	0.480149	0.0280912	0.999856	0.999963	1.00004	1.00014	0.301629	0.318275	0.126817	0.25328	0.4107092	3.945038
3760	-21815.46	-21809.52	-5.933683	9.462031e+07	0.0822162	0.127187	0.116948	0.0698965	0.0821697	0.121687	0.198221	0.0952039	0.122451	0.0893002	0.147937	0.0938459	0.110583	0.14874	0.140365	0.0765685	0.0946105	0.134707	0.125737	0.137663	0.233956	0.142617	0.227327	0.0288007	0.0456023	0.039428	0.0323961	0.0188908	0.0117241	0.0580769	0.0799387	0.0858952	0.144701	0.0358831	0.0146269	0.0634659	0.138959	0.0295828	0.0233924	0.0452168	0.0215677	0.0245221	0.0355252	0.0976805	0.332634	0.0693643	0.0259688	0.452113	0.0222391	0.999869	0.999966	1.00003	1.00013	0.301884	0.311953	0.114734	0.271429	0.4225213	3.898133
3770	-21814.75	-21808.32	-6.426708	8.672231e+07	0.0935434	0.124098	0.120354	0.082568	0.0993842	0.147241	0.166951	0.0925522	0.0976559	0.100159	0.137854	0.114864	0.128051	0.149732	0.14936	0.0754501	0.0885724	0.124163	0.133204	0.161701	0.208632	0.113199	0.245731	0.0224154	0.0403791	0.0458007	0.0288928	0.0285506	0.0127392	0.0480938	0.0799387	0.0953742	0.146261	0.0331852	0.023969	0.0846382	0.133394	0.0218679	0.0283925	0.0391799	0.0259677	0.0131485	0.0402293	0.0938612	0.328621	0.0696841	0.0235646	0.454089	0.0301804	0.999863	0.999966	1.00003	1.00014	0.304394	0.317783	0.115688	0.262135	0.3988187	3.947436
3780	-21826.38	-21817.82	-8.561144	9.035049e+07	0.0851098	0.0988358	0.115	0.0726699	0.0870198	0.158802	0.216825	0.0978957	0.112287	0.119967	0.177319	0.105984	0.101343	0.158255	0.156983	0.0960202	0.106969	0.130344	0.134904	0.154485	0.210848	0.112592	0.233723	0.0130297	0.060542	0.0405234	0.028705	0.0382302	0.0240764	0.0584554	0.100434	0.0830129	0.141065	0.0505415	0.0253669	0.0633149	0.167303	0.0477785	0.0298157	0.0244515	0.030174	0.0358093	0.0540687	0.0972073	0.311691	0.076818	0.0263425	0.456605	0.0313369	0.999866	0.999965	1.00004	1.00013	0.299556	0.322008	0.117459	0.260977	0.3813432	4.160879
3790	-21830.17	-21823.77	-6.398863	9.970594e+07	0.0895529	0.10137	0.109036	0.0876872	0.101033	0.147914	0.170664	0.0784212	0.118295	0.102093	0.163391	0.0939613	0.0931081	0.154375	0.13699	0.0822042	0.107289	0.111881	0.124191	0.118431	0.237065	0.126587	0.246687	0.0127832	0.0747284	0.0560166	0.0234587	0.0487751	0.0187993	0.0651843	0.0670108	0.100475	0.133965	0.0313195	0.0295388	0.0583288	0.122124	0.0574901	0.0200697	0.0396981	0.0225328	0.0253155	0.03481	0.0882181	0.297034	0.0736905	0.027145	0.474878	0.0390345	0.999872	0.999968	1.00003	1.00013	0.3032	0.312744	0.120279	0.263776	0.4014107	3.944651
3800	-21812.24	-21806.27	-5.978092	9.527107e+07	0.0938441	0.113838	0.103918	0.0911073	0.0948066	0.118638	0.180759	0.105321	0.132021	0.0817436	0.156586	0.123256	0.109595	0.143732	0.117595	0.0698298	0.0891674	0.124212	0.120454	0.1445	0.209211	0.116523	0.23647	0.0221267	0.0474847	0.0406602	0.0172541	0.0357672	0.0209791	0.0790281	0.0829905	0.0992307	0.158411	0.0317441	0.0290281	0.0570169	0.101736	0.0287914	0.0203512	0.0405769	0.0324872	0.0292423	0.0505406	0.0972217	0.331007	0.0720551	0.0238058	0.456347	0.0195632	0.99987	0.999966	1.00003	1.00013	0.303248	0.307455	0.121804	0.267493	0.4021834	3.902574
3810	-21805.85	-21800.83	-5.02454	9.020252e+07	0.0837131	0.102066	0.112211	0.0726055	0.0947667	0.134242	0.166394	0.0825649	0.125301	0.0961195	0.156586	0.10634	0.102756	0.128113	0.155865	0.0831351	0.0750399	0.0975944	0.13081	0.137223	0.196116	0.115994	0.233326	0.0239284	0.0659809	0.043681	0.0276344	0.0205997	0.0184982	0.0647501	0.0713573	0.0784277	0.144597	0.0403716	0.0236327	0.0781684	0.130021	0.03995	0.0248296	0.0394965	0.0235596	0.0222662	0.0365886	0.102803	0.315614	0.0778973	0.0231926	0.46145	0.0190438	0.999866	0.999966	1.00003	1.00013	0.293033	0.311243	0.124788	0.270936	0.4168077	3.807219
3820	-21822.22	-21814.49	-7.73089	9.815338e+07	0.0890867	0.121074	0.123745	0.0999134	0.08699	0.139242	0.19597	0.0692454	0.115702	0.0947935	0.167606	0.110696	0.110563	0.129389	0.138766	0.0880802	0.099906	0.126993	0.132453	0.144169	0.236425	0.0964053	0.256334	0.0147405	0.055482	0.0598539	0.0196694	0.0299998	0.0132979	0.072822	0.0723768	0.110458	0.186328	0.0315109	0.0320054	0.0616855	0.114322	0.0467706	0.028534	0.0480984	0.0226892	0.0375821	0.0460815	0.0994331	0.315568	0.0778403	0.0250673	0.457694	0.0243973	0.999871	0.999967	1.00003	1.00013	0.302077	0.311992	0.121556	0.264375	0.4041731	4.077854
3830	-21822.7	-21816.67	-6.03193	6.581754e+07	0.0811673	0.159014	0.124811	0.0774718	0.101395	0.139617	0.153715	0.095281	0.133641	0.0915139	0.162959	0.126794	0.119746	0.162262	0.149826	0.0702665	0.0791703	0.120639	0.123418	0.113828	0.199928	0.104385	0.244874	0.0201422	0.0555089	0.0322084	0.030848	0.0175744	0.0262361	0.0531643	0.0500695	0.0911178	0.176144	0.0331777	0.0238544	0.0744597	0.122121	0.015067	0.0178711	0.0276651	0.0247484	0.036284	0.0439726	0.108204	0.29999	0.0723247	0.0239809	0.474665	0.0208355	0.999843	0.999961	1.00004	1.00016	0.301085	0.311532	0.127465	0.259919	0.4148541	3.907958
3840	-21814.2	-21808.5	-5.705501	5.180975e+07	0.0831299	0.138207	0.110012	0.0831345	0.0794448	0.147789	0.137539	0.0907227	0.112142	0.0872141	0.154447	0.0998282	0.128715	0.13806	0.140158	0.0689026	0.121119	0.116148	0.123418	0.151443	0.189502	0.125176	0.246086	0.0281113	0.0690339	0.0311003	0.0296386	0.0242612	0.0275709	0.0561596	0.0764349	0.0737541	0.154416	0.0433009	0.0165991	0.0870732	0.108715	0.0215458	0.0227899	0.0295358	0.028966	0.0289777	0.0449931	0.101232	0.310108	0.075277	0.0222178	0.464914	0.026251	0.999824	0.999955	1.00004	1.00018	0.299697	0.309185	0.126504	0.264614	0.3999149	3.875315
3850	-21827.45	-21820.49	-6.958105	4.998051e+07	0.0898525	0.118923	0.123845	0.0661132	0.083366	0.123449	0.167903	0.0711716	0.140956	0.0987677	0.167062	0.0982343	0.114642	0.182868	0.122351	0.0767468	0.0876513	0.12663	0.149729	0.162323	0.202183	0.131903	0.218966	0.0358913	0.0554562	0.0670739	0.0343452	0.00706541	0.0225276	0.0663135	0.0696062	0.0901534	0.15985	0.0447738	0.0152755	0.0574562	0.107079	0.0257446	0.0227899	0.0607457	0.0453203	0.0315869	0.0558837	0.098551	0.30922	0.068834	0.0199148	0.478793	0.0246872	0.99982	0.999954	1.00005	1.00018	0.306503	0.306848	0.133381	0.253268	0.4003812	4.000576
3860	-21822.19	-21817.3	-4.886837	4.602232e+07	0.0891546	0.0898866	0.111951	0.0589896	0.083366	0.121342	0.166983	0.0900614	0.110216	0.084436	0.130223	0.112451	0.123864	0.168955	0.11946	0.0796097	0.0943495	0.11031	0.139006	0.14057	0.20645	0.0993544	0.215151	0.0320231	0.0576902	0.0690212	0.022598	0.021067	0.0199757	0.0655076	0.0745369	0.0734441	0.164565	0.0324503	0.0138413	0.0533548	0.114671	0.0529187	0.0348982	0.0451977	0.0283217	0.0300451	0.0411821	0.0891534	0.303097	0.0821854	0.0225595	0.48578	0.017225	0.999813	0.999952	1.00005	1.00019	0.325168	0.307951	0.121644	0.245236	0.4236587	3.793449
3870	-21829.51	-21822.45	-7.062246	4.334677e+07	0.0790857	0.101103	0.122786	0.0801931	0.0741667	0.149593	0.186223	0.0966639	0.121634	0.084436	0.169402	0.0922954	0.156174	0.135083	0.123997	0.0949257	0.0954399	0.106316	0.137557	0.160029	0.19745	0.142785	0.250995	0.0232995	0.0497124	0.0558504	0.0235289	0.0300015	0.00833555	0.0650792	0.0810199	0.0886933	0.169369	0.0262819	0.0289453	0.0721781	0.140427	0.0425617	0.0178387	0.0307615	0.0276051	0.0451941	0.0259731	0.0899318	0.296036	0.0827916	0.0196184	0.489712	0.0219103	0.999807	0.999951	1.00005	1.00019	0.320557	0.308184	0.1227	0.248559	0.4030224	4.01099
3880	-21821.35	-21815.06	-6.295072	4.22757e+07	0.0959354	0.114304	0.102449	0.0744409	0.0784458	0.145391	0.149071	0.0818508	0.105671	0.112361	0.134342	0.089817	0.108056	0.144533	0.166224	0.0822063	0.0956872	0.130314	0.136787	0.135195	0.186349	0.135283	0.275365	0.0184958	0.0706992	0.038784	0.0190089	0.016382	0.0196316	0.0679792	0.0763888	0.099055	0.157643	0.0394478	0.0308815	0.058464	0.0987531	0.0345029	0.0211938	0.0425513	0.0438219	0.0417158	0.0587942	0.0986766	0.294139	0.0806564	0.0195045	0.485687	0.0213359	0.999804	0.99995	1.00005	1.0002	0.312579	0.299294	0.136194	0.251933	0.4114228	3.934272
3890	-21823.81	-21817.65	-6.158816	3.828836e+07	0.0891074	0.110736	0.119384	0.0948202	0.0996181	0.143322	0.15699	0.0897118	0.166589	0.0893271	0.138785	0.137524	0.111347	0.139116	0.151556	0.0803413	0.0542679	0.118191	0.138171	0.135195	0.186349	0.095625	0.218749	0.027567	0.0702921	0.047827	0.032043	0.021582	0.0196316	0.0635045	0.0922207	0.122875	0.157119	0.0337704	0.0293848	0.0523375	0.123494	0.0297078	0.0166955	0.0259382	0.0250521	0.0220384	0.042743	0.0994032	0.306633	0.0804678	0.0176758	0.477523	0.0182978	0.999795	0.999947	1.00005	1.00021	0.314012	0.300665	0.13177	0.253554	0.41323	3.920647
3900	-21815.89	-21812.31	-3.578277	3.544324e+07	0.0986568	0.107029	0.119575	0.06276	0.0771121	0.122674	0.165577	0.0902373	0.126266	0.0996453	0.156093	0.100051	0.10727	0.156387	0.126293	0.0726225	0.073716	0.106442	0.117331	0.147322	0.191236	0.0942442	0.237566	0.0263821	0.0410297	0.0361227	0.0267745	0.0222543	0.0103755	0.0785262	0.0658156	0.0876737	0.12271	0.0398584	0.0272479	0.0526592	0.101206	0.0190972	0.0269637	0.0195226	0.0267722	0.0419659	0.0335309	0.100421	0.309099	0.0831284	0.0224351	0.470292	0.0146249	0.999787	0.999945	1.00005	1.00021	0.301953	0.300639	0.129882	0.267525	0.4366891	3.662593
3910	-21808.96	-21804.61	-4.34409	4.661779e+07	0.0943093	0.114153	0.116372	0.0797028	0.0946366	0.137067	0.171497	0.0839977	0.108225	0.0911846	0.163692	0.114313	0.0976826	0.132423	0.111584	0.0688368	0.0928194	0.122937	0.119959	0.122672	0.202889	0.10587	0.213884	0.0238756	0.0487614	0.0415651	0.0358418	0.0269273	0.0181147	0.0627921	0.0568439	0.0923177	0.125201	0.0577471	0.0185042	0.0597528	0.0982831	0.0260581	0.0218653	0.0322089	0.0430132	0.0285896	0.0602055	0.102182	0.317977	0.071844	0.0199625	0.458673	0.0293611	0.999814	0.999952	1.00005	1.00019	0.303689	0.301946	0.128331	0.266034	0.4170202	3.739174
3920	-21815.95	-21810.46	-5.49336	4.238047e+07	0.0944179	0.119821	0.129644	0.0786817	0.102636	0.144117	0.148336	0.104693	0.119923	0.097311	0.16758	0.131214	0.128497	0.139063	0.143657	0.0823225	0.0782297	0.136614	0.110438	0.117432	0.183948	0.114657	0.198449	0.0269593	0.0646399	0.0410214	0.0335689	0.0234233	0.0207772	0.0627422	0.0752103	0.120987	0.105197	0.0445172	0.0134685	0.0581822	0.120992	0.0244014	0.0164767	0.0351027	0.0357666	0.0253524	0.0336328	0.0976151	0.307628	0.0779378	0.0190857	0.464606	0.0331277	0.999805	0.99995	1.00005	1.0002	0.30869	0.313438	0.117866	0.260006	0.418091	3.854101
3930	-21812.94	-21808.35	-4.592922	5.005537e+07	0.0924217	0.100857	0.115235	0.078586	0.0902341	0.126283	0.164652	0.0796005	0.131351	0.0916244	0.16212	0.0913421	0.12355	0.154472	0.124547	0.0711961	0.110267	0.129408	0.11671	0.143768	0.183648	0.126039	0.211503	0.0222126	0.0372108	0.0245118	0.0261459	0.00838959	0.0147483	0.0677558	0.0855445	0.0920801	0.126398	0.0379468	0.0209404	0.0640832	0.11001	0.0376112	0.0281904	0.0392866	0.0356689	0.0262111	0.0396944	0.104691	0.301656	0.0715585	0.0204728	0.470365	0.0312571	0.99982	0.999954	1.00005	1.00018	0.315181	0.294481	0.126749	0.263589	0.4171617	3.764057
